County or equivalent,State or equivalent,Population (2020 census),Area (mi^2),Core-based statistical area
Crawford,Pennsylvania,"83,938",1038,"Meadville, PA Micropolitan Statistical Area"
Cumberland,Pennsylvania,"259,469",551,"Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Dauphin,Pennsylvania,"286,401",558,"Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Delaware,Pennsylvania,"576,830",191,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Elk,Pennsylvania,"30,990",832,"St. Mary's, PA Micropolitan Statistical Area"
Erie,Pennsylvania,"270,876",799,"Erie, PA Metropolitan Statistical Area"
Fayette,Pennsylvania,"128,804",798,"Pittsburgh, PA Metropolitan Statistical Area"
Forest,Pennsylvania,"6,973",431,
Franklin,Pennsylvania,"155,932",771,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area"
Fulton,Pennsylvania,"14,556",438,
Greene,Pennsylvania,"35,954",578,
Huntingdon,Pennsylvania,"44,092",889,"Huntingdon, PA Micropolitan Statistical Area"
Indiana,Pennsylvania,"83,246",834,"Indiana, PA Micropolitan Statistical Area"
Jefferson,Pennsylvania,"44,492",657,
Juniata,Pennsylvania,"23,509",394,
Lackawanna,Pennsylvania,"215,896",465,"Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
Lancaster,Pennsylvania,"552,984",984,"Lancaster, PA Metropolitan Statistical Area"
Lawrence,Pennsylvania,"86,070",363,"New Castle, PA Micropolitan Statistical Area"
Lebanon,Pennsylvania,"143,257",363,"Lebanon, PA Metropolitan Statistical Area"
Lehigh,Pennsylvania,"374,557",349,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Luzerne,Pennsylvania,"325,594",907,"Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
Lycoming,Pennsylvania,"114,188",1244,"Williamsport, PA Metropolitan Statistical Area"
McKean,Pennsylvania,"40,432",984,"Bradford, PA Micropolitan Statistical Area"
Mercer,Pennsylvania,"110,652",683,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area"
Mifflin,Pennsylvania,"46,143",415,"Lewistown, PA Micropolitan Statistical Area"
Monroe,Pennsylvania,"168,327",617,"East Stroudsburg, PA Metropolitan Statistical Area"
Montgomery,Pennsylvania,"856,553",487,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Montour,Pennsylvania,"18,136",132,"Bloomsburg-Berwick, PA Metropolitan Statistical Area"
Northampton,Pennsylvania,"312,951",377,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Northumberland,Pennsylvania,"91,647",477,"Sunbury, PA Micropolitan Statistical Area"
Perry,Pennsylvania,"45,842",556,"Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Philadelphia,Pennsylvania,"1,603,797",143,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Pike,Pennsylvania,"58,535",567,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Potter,Pennsylvania,"16,396",1081,
Schuylkill,Pennsylvania,"143,049",778,"Pottsville, PA Micropolitan Statistical Area"
Snyder,Pennsylvania,"39,736",332,"Selinsgrove, PA Micropolitan Statistical Area"
Somerset,Pennsylvania,"74,129",1081,"Somerset, PA Micropolitan Statistical Area"
Sullivan,Pennsylvania,"5,840",452,
Susquehanna,Pennsylvania,"38,434",832,
Tioga,Pennsylvania,"41,045",1137,
Union,Pennsylvania,"42,681",317,"Lewisburg, PA Micropolitan Statistical Area"
Venango,Pennsylvania,"50,454",683,"Oil City, PA Micropolitan Statistical Area"
Warren,Pennsylvania,"38,587",898,"Warren, PA Micropolitan Statistical Area"
Washington,Pennsylvania,"209,349",861,"Pittsburgh, PA Metropolitan Statistical Area"
Wayne,Pennsylvania,"51,155",751,
Westmoreland,Pennsylvania,"354,663",1036,"Pittsburgh, PA Metropolitan Statistical Area"
Wyoming,Pennsylvania,"26,069",406,"Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
York,Pennsylvania,"456,438",910,"York-Hanover, PA Metropolitan Statistical Area"
Adjuntas Municipality,Puerto Rico,"18,020",66.69,
Aguada Municipality,Puerto Rico,"38,136",30.85,Aguadilla–Isabela–San Sebastián metropolitan area
Aguadilla Municipality,Puerto Rico,"55,101",36.53,Aguadilla–Isabela–San Sebastián metropolitan area
Aguas Buenas Municipality,Puerto Rico,"24,223",30.08,San Juan–Caguas–Guaynabo metropolitan area
Aibonito Municipality,Puerto Rico,"24,637",31.31,San Juan–Caguas–Guaynabo metropolitan area
