,date
1592,2016-01-15
1593,2014-08-01
1594,2014-07-13
1595,2017-11-02
1596,2015-09-12
1597,2017-01-08
1598,2014-08-01
1599,2014-09-18
1600,2016-08-25
1601,2016-05-28
1602,
1603,2015-09-15
1604,2017-07-07
1605,2015-04-12
1606,2017-02-24
1607,2016-12-16
1608,2017-10-28
1609,2016-11-19
1610,2017-09-18
1611,2015-05-16
1612,2017-07-02
1613,2015-12-01
1614,2016-03-14
1615,2016-09-07
1616,2017-12-30
1617,2016-12-17
1618,2015-11-05
1619,2018-01-16
1620,2016-07-26
1621,2016-10-30
1622,2015-06-12
1623,2014-05-02
1624,2017-11-19
1625,2014-05-28
1626,2014-12-16
1627,2016-07-01
1628,2016-05-08
1629,2014-12-20
1630,2016-11-19
1631,2015-09-26
1632,2014-04-17
1633,2017-11-15
1634,2017-07-14
1635,2018-01-10
1636,2014-02-25
1637,2015-12-28
1638,2015-09-14
1639,2016-09-21
1640,
1641,2018-01-28
1642,2015-09-12
1643,2017-12-06
1644,2016-04-25
1645,2017-07-14
1646,
1647,2014-01-07
1648,2017-01-28
1649,2016-02-21
1650,2015-09-06
1651,2016-10-20
1652,2016-05-17
1653,2014-10-12
1654,2017-11-27
1655,2016-10-18
1656,2014-09-16
1657,2017-04-23
1658,
1659,2017-04-06
1660,2016-05-09
1661,2016-04-28
1662,2015-04-12
1663,2014-06-26
1664,
1665,2017-03-28
1666,2016-05-06
1667,2016-07-28
1668,
1669,2015-06-04
1670,2015-01-15
1671,2018-01-05
1672,2014-04-01
1673,2016-03-09
1674,2015-12-20
1675,2017-06-18
1676,2015-11-24
1677,2017-05-21
1678,2016-11-26
1679,2016-07-14
1680,2017-03-21
1681,2015-07-18
1682,2017-09-23
1683,2016-05-16
1684,2015-02-24
1685,2016-02-24
1686,
1687,2015-03-28
1688,2017-02-04
1689,2017-04-17
1690,2017-11-09
1691,2017-06-22
1692,
1693,2017-11-08
1694,2016-07-26
1695,2017-11-03
1696,2016-03-16
1697,2014-07-04
1698,
1699,2017-11-29
1700,2015-08-17
1701,2016-07-20
1702,2016-10-09
1703,2016-04-24
1704,2014-05-01
1705,2016-07-05
1706,2017-04-13
1707,2015-08-24
1708,2014-11-04
1709,2017-10-14
1710,2016-12-15
1711,2018-01-12
1712,2014-10-15
1713,2017-10-14
1714,2017-06-12
1715,2016-07-13
1716,2016-08-28
1717,2017-05-30
1718,2016-08-14
1719,2016-01-03
1720,2017-04-11
1721,2017-10-17
1722,2015-12-20
1723,2014-12-22
1724,2017-02-20
1725,2016-04-21
1726,2015-04-03
1727,2014-07-23
1728,2014-11-19
1729,2015-12-19
1730,2014-11-09
1731,2017-07-18
1732,2016-12-30
1733,2017-01-10
1734,2016-05-06
1735,2017-01-15
1736,2014-11-08
1737,
1738,2017-10-03
1739,2016-05-03
1740,2017-04-22
1741,2015-09-17
1742,2017-07-29
1743,2017-02-14
1744,2015-06-08
1745,2017-11-13
1746,2016-09-08
1747,2018-02-16
1748,2015-12-14
1749,2015-08-22
1750,2018-01-04
1751,2014-03-17
1752,2015-05-09
1753,2016-09-16
1754,2015-09-17
1755,
1756,2015-07-22
1757,2017-03-25
1758,2015-06-12
1759,2016-11-12
1760,2015-06-28
1761,
1762,2018-01-19
1763,
1764,2017-12-09
1765,2016-04-27
1766,
1767,2014-10-29
1768,2014-06-22
1769,
1770,2016-09-29
1771,2018-02-09
1772,2016-05-07
1773,2016-11-18
1774,2015-05-06
1775,
1776,2017-12-03
1777,2017-07-31
1778,2015-12-20
1779,2016-12-30
1780,2017-07-12
1781,2017-10-16
1782,2015-11-28
1783,2018-03-26
1784,2017-06-20
1785,2016-06-01
1786,2018-03-06
1787,2014-08-27
1788,2014-06-12
1789,2017-09-17
1790,
1791,2017-12-04
1792,2015-04-22
1793,2014-10-29
1794,2014-03-27
1795,2015-06-21
1796,
1797,
1798,2015-09-19
1799,2015-03-15
1800,2016-01-26
1801,2017-01-12
1802,2016-10-15
1803,2017-01-21
1804,2014-06-02
1805,2017-09-04
1806,2017-07-05
1807,
1808,2017-11-02
1809,2016-08-08
1810,2015-08-16
1811,
1812,2016-10-18
1813,2014-11-08
1814,2017-01-26
1815,2017-08-16
1816,2015-01-01
1817,2017-11-23
1818,2014-08-28
1819,2016-08-28
1820,2014-11-11
1821,2014-05-13
1822,2016-08-15
1823,2015-10-15
1824,2014-04-05
1825,2015-08-04
1826,2017-07-25
1827,2017-06-15
1828,2017-05-06
1829,2014-11-23
1830,2015-05-24
1831,2016-12-09
1832,2016-05-27
1833,
1834,2016-03-01
1835,2016-03-06
1836,2016-07-10
1837,2017-04-13
1838,2015-10-13
1839,2015-07-17
1840,2014-02-17
1841,2017-01-01
1842,2014-07-18
1843,2015-12-12
1844,
1845,2015-10-20
1846,2017-07-12
1847,2014-11-20
1848,
1849,2016-03-11
1850,2014-05-05
1851,
1852,2017-06-27
1853,2017-03-21
1854,2015-05-13
1855,2016-12-08
1856,2016-03-15
1857,2015-09-27
1858,2016-12-13
1859,2014-06-07
1860,2015-07-26
1861,2017-01-28
1862,
1863,2016-01-23
1864,2017-01-04
1865,2014-09-16
1866,2016-04-09
1867,2016-09-20
1868,2016-03-25
1869,2014-07-01
1870,
1871,2017-02-09
1872,2016-10-23
1873,2017-07-08
1874,2016-01-26
1875,2016-11-14
1876,2014-08-22
1877,2014-09-02
1878,
1879,2016-05-13
1880,2016-03-20
1881,2016-08-21
1882,2017-06-16
1883,2018-03-20
1884,2015-09-19
1885,2017-06-28
1886,2016-07-27
1887,2016-03-16
1888,2016-06-12
1889,2016-04-16
1890,2017-06-02
1891,2016-02-22
1892,2015-05-06
1893,2015-01-30
1894,2014-03-29
1895,2016-01-03
1896,
1897,
1898,2017-01-11
1899,2018-02-09
1900,
1901,2014-10-28
1902,2016-09-29
1903,
1904,2016-08-06
1905,2014-09-08
1906,2017-11-07
1907,
1908,2017-05-30
1909,2016-08-03
1910,2016-02-06
1911,2018-03-29
1912,2016-10-02
1913,2017-12-11
1914,2015-03-08
1915,2014-01-18
1916,2014-01-22
1917,2017-01-20
1918,
1919,2017-11-07
1920,2016-03-08
1921,2014-11-22
1922,2014-10-26
1923,2016-04-30
1924,2014-12-08
1925,2014-12-28
1926,2016-10-30
1927,2017-01-06
1928,2016-05-15
1929,2016-06-11
1930,2015-01-20
1931,2016-07-11
1932,2017-10-16
1933,2017-11-26
1934,2014-06-29
1935,2014-05-21
1936,2017-04-02
1937,2017-04-30
1938,2016-01-15
1939,2015-08-05
1940,2014-05-08
1941,2016-03-23
1942,2017-03-17
1943,2017-10-26
1944,2017-10-01
1945,2016-11-17
1946,2015-01-10
1947,2016-03-19
1948,2016-05-02
1949,2015-11-02
1950,2016-07-21
1951,
1952,2017-04-11
1953,2018-03-28
1954,
1955,2017-03-05
1956,2016-03-30
1957,2016-07-28
1958,2015-08-14
1959,2014-03-07
1960,2016-12-25
1961,
1962,2015-05-21
1963,2018-01-01
1964,2016-12-01
1965,2015-04-23
1966,2017-10-21
1967,2014-05-17
1968,2015-04-03
1969,2014-12-14
1970,2016-05-29
1971,2017-11-26
1972,2016-09-17
1973,2017-11-20
1974,2018-01-22
1975,
1976,2014-10-26
1977,2015-08-22
1978,2016-09-13
1979,2017-08-26
1980,2017-09-27
1981,2017-10-10
1982,2015-07-22
1983,2015-05-15
1984,2016-09-07
1985,2017-03-05
1986,2016-11-15
1987,2017-04-09
1988,2015-12-19
1989,2016-09-29
1990,2014-11-18
1991,2017-06-15
1992,2017-07-17
1993,2016-01-27
1994,2017-05-26
1995,
1996,2014-12-01
1997,2015-06-22
1998,2014-07-05
1999,2014-01-25
2000,
2001,
2002,2016-11-08
2003,2017-01-03
2004,2017-10-04
2005,2018-01-01
2006,2018-01-26
2007,2018-03-05
2008,2015-12-03
2009,2018-01-24
2010,
2011,2017-07-20
2012,2016-09-27
2013,2016-12-30
2014,2016-06-20
2015,
2016,2014-08-22
2017,2014-10-14
2018,
2019,2017-12-26
2020,2016-12-30
2021,2014-04-15
2022,2016-03-06
2023,2017-02-11
2024,2016-02-29
2025,2015-01-18
2026,2017-09-18
2027,2016-07-28
2028,2017-10-12
2029,2014-01-24
2030,2015-08-08
2031,
2032,2014-05-08
2033,
2034,2015-10-22
2035,2016-03-09
2036,2016-11-19
2037,2013-01-07
2038,2015-07-08
2039,2016-05-16
2040,2014-01-15
2041,2017-10-08
2042,2014-01-20
2043,
2044,2014-06-28
2045,2015-05-10
2046,2014-12-18
2047,2017-03-07
2048,2016-08-24
2049,2014-06-06
2050,2016-01-29
2051,2017-07-28
2052,2017-05-13
2053,2017-04-09
2054,2016-04-07
2055,2017-04-18
2056,2016-12-26
2057,2016-10-16
2058,2014-07-11
2059,2016-08-21
2060,2018-03-21
2061,2016-07-18
2062,2017-08-29
2063,2016-05-23
2064,2014-06-23
2065,2018-03-31
2066,
2067,2016-04-06
2068,2014-03-26
2069,2015-04-10
2070,2014-07-19
2071,2014-05-11
2072,2017-10-04
2073,2017-08-27
2074,2017-11-06
2075,
2076,2014-06-26
2077,2015-11-28
2078,2017-07-16
2079,2014-11-04
2080,2015-09-18
2081,2018-01-17
2082,
2083,2016-08-29
2084,2016-04-20
2085,2015-02-21
2086,2017-09-16
2087,2016-08-29
2088,2016-02-21
2089,2015-11-20
2090,2015-10-09
2091,2015-01-28
2092,2016-12-17
2093,2016-06-28
2094,2016-11-15
2095,2014-05-11
2096,2015-03-10
2097,
2098,2015-02-23
2099,2015-09-12
2100,
2101,2017-06-11
2102,2015-06-16
2103,2015-07-21
2104,2017-05-01
2105,2014-06-14
2106,2014-03-14
2107,2016-11-24
2108,2015-09-27
2109,2017-08-12
2110,2016-02-03
2111,2017-06-20
2112,2014-10-11
2113,2015-11-26
2114,2016-11-08
2115,2015-03-02
2116,
2117,2016-06-23
2118,2017-07-20
2119,2015-09-27
2120,2015-09-26
2121,2016-02-03
2122,2015-11-26
2123,2016-03-09
2124,2014-10-03
2125,2017-12-11
2126,2017-07-09
2127,2014-05-08
2128,2015-05-02
2129,2015-12-10
2130,
2131,2016-08-05
2132,2017-11-16
2133,2017-09-20
2134,
2135,2017-07-06
2136,2017-12-23
2137,2016-09-11
2138,2018-01-06
2139,2014-01-16
2140,2014-08-04
2141,2016-03-23
2142,2017-11-22
2143,2017-10-30
2144,2017-05-08
2145,2017-06-23
2146,2018-03-07
2147,2016-11-05
2148,
2149,2017-02-23
2150,2017-03-01
2151,2016-03-24
2152,2016-10-16
2153,2017-10-28
2154,2015-05-30
2155,2015-05-28
2156,2017-09-04
2157,2017-07-21
2158,2016-05-31
2159,2015-07-06
2160,
2161,2016-08-12
2162,2014-08-03
2163,2015-12-03
2164,2014-02-10
2165,2016-02-14
2166,2017-09-30
2167,2016-11-07
2168,2015-01-29
2169,2015-12-26
2170,2017-05-23
2171,2015-12-17
2172,2017-03-27
2173,2015-12-27
2174,2017-11-20
2175,2015-07-25
2176,2014-12-16
2177,2017-12-18
2178,2015-12-18
2179,2014-11-13
2180,2016-09-20
2181,2016-05-08
2182,2017-06-15
2183,
2184,2016-11-17
2185,2018-03-07
2186,2015-06-10
2187,
2188,2014-05-22
2189,2015-02-21
2190,2015-08-16
2191,2016-09-16
2192,2016-02-09
2193,2017-05-15
2194,2016-07-21
2195,2016-11-02
2196,2016-11-25
2197,2016-10-15
2198,2016-11-16
2199,2018-02-13
2200,2017-03-07
2201,2016-11-22
2202,2014-10-18
2203,2017-04-07
2204,2017-10-12
2205,
2206,2016-12-20
2207,2014-02-23
2208,
2209,2014-05-24
2210,2014-10-11
2211,2017-07-09
2212,2015-06-24
2213,2015-02-16
2214,2015-11-12
2215,2016-10-13
2216,2014-04-25
2217,2017-05-28
2218,2016-06-25
2219,2017-07-19
2220,2017-05-23
2221,2017-02-11
2222,2016-07-26
2223,2014-08-14
2224,2016-07-25
2225,2014-08-19
2226,2016-02-14
2227,2015-05-23
2228,2016-11-11
2229,2017-05-01
2230,2015-03-05
2231,2014-10-20
2232,2015-03-22
2233,2014-11-21
2234,2017-11-13
2235,2014-01-06
2236,2015-09-06
2237,2016-04-26
2238,2017-01-04
2239,2016-06-20
2240,
2241,2015-10-13
2242,2017-06-12
2243,2016-04-06
2244,2014-05-24
2245,
2246,2016-08-20
2247,
2248,
2249,2014-12-23
2250,2015-11-04
2251,2015-06-01
2252,2015-11-01
2253,2016-11-17
2254,
2255,2017-03-19
2256,2017-07-26
2257,2016-06-05
2258,2017-07-19
2259,
2260,2017-09-12
2261,2015-04-20
2262,
2263,
2264,2016-10-26
2265,2016-01-05
2266,2016-11-17
2267,2017-09-13
2268,2015-11-17
2269,2017-01-17
2270,2014-10-21
2271,2017-10-20
2272,2014-12-31
2273,2015-07-17
2274,2015-04-07
2275,2016-02-29
2276,2016-06-02
2277,
2278,2016-07-30
2279,2017-06-19
2280,2017-04-09
2281,2014-12-11
2282,
2283,2018-03-24
2284,2015-06-11
2285,2014-09-09
2286,2015-10-16
2287,2017-05-13
2288,2017-08-31
2289,2015-05-01
2290,2017-05-23
2291,2017-05-14
2292,2016-09-08
2293,2014-08-24
2294,2014-11-04
2295,2016-04-29
2296,2017-02-05
2297,2017-07-16
2298,2018-01-20
2299,2018-01-14
2300,2018-03-05
2301,2016-02-03
2302,2017-04-15
2303,2018-01-11
2304,2018-03-17
2305,
2306,2016-11-24
2307,2014-11-09
2308,2016-07-16
2309,2017-04-02
2310,2015-04-01
2311,2018-01-15
2312,2016-05-10
2313,2015-10-13
2314,2015-07-25
2315,2016-06-25
2316,2017-10-31
2317,2015-10-15
2318,2016-01-15
2319,2014-02-02
2320,2017-09-04
2321,2014-02-01
2322,
2323,2014-10-18
2324,
2325,2017-11-08
2326,2017-12-11
2327,2016-11-21
2328,2017-01-17
2329,2015-04-03
2330,2014-03-16
2331,2015-07-07
2332,2017-03-07
2333,2017-12-22
2334,2014-08-01
2335,2018-02-19
2336,2015-03-19
2337,2014-04-10
2338,2016-09-16
2339,2014-12-15
2340,2015-11-23
2341,2016-10-18
2342,2016-09-05
2343,
2344,2016-09-14
2345,2014-02-01
2346,2017-09-04
2347,2014-07-23
2348,2017-05-23
2349,2014-09-07
2350,
2351,2017-10-31
2352,2017-07-29
2353,2015-03-23
2354,2016-02-20
2355,2017-01-25
2356,2017-05-19
2357,2016-04-26
2358,2015-11-20
2359,2017-03-19
2360,2014-06-18
2361,2016-11-02
2362,2017-07-25
2363,
2364,
2365,2014-07-27
2366,2016-05-15
2367,
2368,2017-12-31
2369,2014-07-14
2370,2015-08-16
2371,2017-06-18
2372,2016-11-25
2373,2017-06-10
2374,2015-08-13
2375,2014-09-10
2376,2015-01-17
2377,2015-02-15
2378,2015-09-08
2379,2017-11-30
2380,2016-12-31
2381,2015-08-16
2382,2017-04-17
2383,2017-11-23
2384,
2385,
2386,2016-06-08
2387,2016-06-06
2388,2018-01-29
2389,2017-11-07
2390,
2391,2016-02-12
2392,2016-07-19
2393,2017-01-01
2394,2016-09-27
2395,2015-12-05
2396,2015-04-08
2397,2015-05-14
2398,2015-09-05
2399,2017-04-02
2400,2016-09-17
2401,2017-11-28
2402,
2403,2014-10-09
2404,2015-11-19
2405,2016-04-11
2406,2014-12-28
2407,2017-04-04
2408,2017-07-31
2409,2016-10-30
2410,2017-11-14
2411,2016-02-23
2412,2015-05-18
2413,2017-10-05
2414,2016-01-08
2415,2015-04-14
2416,2016-03-19
2417,2014-03-17
2418,2017-06-16
2419,2014-10-07
2420,2016-12-24
2421,2014-09-05
2422,2015-01-07
2423,2016-11-15
2424,2016-03-24
2425,2016-02-07
2426,2016-11-19
2427,2016-10-12
2428,2018-01-25
2429,2016-08-12
2430,2016-08-07
2431,2016-02-07
2432,2014-07-08
2433,2016-08-31
2434,2018-03-26
2435,2017-11-12
2436,2017-06-18
2437,2015-06-16
2438,2017-02-06
2439,2014-11-22
2440,2016-09-08
2441,2017-07-01
2442,2017-01-17
2443,2018-03-18
2444,2016-02-09
2445,2016-03-24
2446,2017-10-17
2447,2014-05-06
2448,2016-01-03
2449,2016-02-18
2450,2016-06-26
2451,2014-03-23
2452,2017-05-23
2453,2017-03-07
2454,2014-10-14
2455,
2456,
2457,2016-06-10
2458,2015-08-06
2459,2016-03-03
2460,
2461,
2462,2014-01-01
2463,2018-03-29
2464,2015-11-18
2465,2016-12-05
2466,2016-02-25
2467,2015-09-27
2468,2014-01-14
2469,2014-11-18
2470,2017-04-06
2471,2015-08-29
2472,2018-01-02
2473,2017-08-20
2474,2015-09-07
2475,2017-06-28
2476,2016-01-03
2477,2016-10-31
2478,
2479,2014-03-17
2480,
2481,2015-05-21
2482,2016-06-09
2483,2014-11-23
2484,2017-09-21
2485,2015-07-05
2486,2017-02-02
2487,2014-12-07
2488,
2489,2014-01-24
2490,2016-12-14
2491,2018-02-01
2492,2018-02-13
2493,
2494,2014-03-29
2495,2014-11-15
2496,2017-10-13
2497,
2498,2017-08-09
2499,2017-04-02
2500,2014-06-23
2501,2017-03-05
2502,2017-11-24
2503,2018-01-25
2504,2015-11-14
2505,2015-06-23
2506,2016-08-12
2507,2016-06-03
2508,2016-02-18
2509,
2510,2015-04-29
2511,2016-02-01
2512,
2513,2016-08-14
2514,2018-02-25
2515,2015-04-12
2516,
2517,
2518,2014-07-30
2519,2017-11-27
2520,2017-01-04
2521,2014-11-21
2522,
2523,2016-08-27
2524,2014-04-07
2525,2018-01-04
2526,2017-05-29
2527,
2528,2017-06-04
2529,2017-08-12
2530,2015-12-22
2531,2017-08-10
2532,2016-05-30
2533,2017-10-24
2534,2017-02-10
2535,2017-10-28
2536,2014-08-17
2537,2016-04-11
2538,2017-05-15
2539,2017-08-02
2540,2014-07-01
2541,2014-08-31
2542,2016-03-05
2543,2017-06-04
2544,2014-11-14
2545,2016-12-02
2546,2017-08-22
2547,2018-03-30
2548,2015-04-07
2549,2015-06-07
2550,2014-09-28
2551,2014-12-07
2552,2016-03-11
2553,2016-07-31
2554,2017-06-24
2555,2014-02-24
2556,2016-05-06
2557,
2558,2016-12-05
2559,2014-10-05
2560,2017-02-26
2561,2017-01-22
2562,2014-01-08
2563,2018-01-12
2564,2018-01-15
2565,2015-12-15
2566,2018-03-28
2567,2016-02-03
2568,2014-07-28
2569,2015-06-01
2570,2014-03-02
2571,2018-01-07
2572,2015-11-03
2573,
2574,2016-11-22
2575,2015-10-11
2576,2014-10-21
2577,2016-07-03
2578,2016-07-11
2579,2016-08-23
2580,2017-02-12
2581,2015-02-23
2582,2018-01-10
2583,2016-11-06
2584,2014-09-18
2585,2015-05-26
2586,2014-04-06
2587,
2588,2016-07-24
2589,2016-02-08
2590,2015-03-03
2591,2017-10-10
2592,2015-12-13
2593,2015-10-07
2594,2014-11-11
2595,2015-07-19
2596,2014-03-17
2597,2016-04-10
2598,2015-08-13
2599,2014-03-07
2600,2017-04-26
2601,2016-11-10
2602,2017-08-05
2603,2016-10-31
2604,2016-08-30
2605,2016-04-24
2606,2015-05-09
2607,2014-08-16
2608,2018-01-07
2609,2016-09-30
2610,2014-01-31
2611,2015-12-10
2612,2018-02-05
2613,2016-09-18
2614,2017-02-15
2615,
2616,2018-01-26
2617,2017-06-03
2618,2014-04-21
2619,2014-09-25
2620,2015-03-26
2621,2018-01-14
2622,2017-12-27
2623,2014-09-10
2624,2017-05-03
2625,2016-12-23
2626,2017-04-16
2627,
2628,2016-11-05
2629,2014-12-04
2630,2016-07-08
2631,2014-07-26
2632,2016-01-20
2633,2015-08-15
2634,2014-08-14
2635,2017-06-27
2636,2017-10-16
2637,2017-08-19
2638,
2639,2016-06-13
2640,2014-03-14
2641,2015-01-12
2642,2014-01-02
2643,2014-05-29
2644,
2645,2017-11-24
2646,2015-10-17
2647,
2648,2015-01-02
2649,2015-09-24
2650,
2651,
2652,2015-07-01
2653,2016-04-13
2654,2016-10-22
2655,2017-01-30
2656,2015-11-06
2657,2015-12-10
2658,2016-01-14
2659,2015-11-24
2660,2018-03-16
2661,2014-04-09
2662,2015-01-09
2663,2016-09-26
2664,2016-11-04
2665,2017-12-15
2666,2015-07-01
2667,2014-08-30
2668,2016-10-10
2669,2015-06-15
2670,2017-10-26
2671,2016-12-03
2672,2014-08-19
2673,2017-12-03
2674,2014-12-20
2675,2017-04-03
2676,2016-09-05
2677,
2678,2016-04-26
2679,2016-12-05
2680,2016-05-28
2681,2017-06-18
2682,2017-07-04
2683,2018-02-05
2684,2016-09-17
2685,2014-05-19
2686,2017-12-16
2687,
2688,2018-01-07
2689,2015-11-14
2690,2016-10-08
2691,2014-10-14
2692,2015-09-27
2693,2016-04-21
2694,2016-01-01
2695,2015-07-03
2696,2018-03-17
2697,2017-09-19
2698,2015-09-14
2699,2016-02-06
2700,2018-02-25
2701,2016-03-23
2702,
2703,2016-09-17
2704,2017-12-18
2705,2017-01-19
2706,2014-09-13
2707,2017-01-05
2708,2017-08-30
2709,2015-06-09
2710,2014-07-20
2711,2016-10-31
2712,2015-05-10
2713,
2714,2016-07-11
2715,2015-06-28
2716,2014-09-01
2717,
2718,2017-04-16
2719,2017-08-22
2720,2017-03-02
2721,2014-09-20
2722,2017-01-22
2723,2017-03-20
2724,2014-02-17
2725,2018-03-11
2726,2017-02-10
2727,2017-11-17
2728,2017-03-09
2729,2015-07-17
2730,2015-12-26
2731,2015-08-25
2732,2016-11-01
2733,2014-11-17
2734,2015-08-18
2735,2016-05-21
2736,2014-05-28
2737,2016-02-06
2738,2017-01-20
2739,2014-04-25
2740,2016-05-26
2741,2014-09-21
2742,2015-12-26
2743,2017-04-21
2744,2014-07-02
2745,2014-11-10
2746,2017-01-14
2747,2017-04-19
2748,2016-03-21
2749,2015-04-29
2750,2017-10-27
2751,
2752,
2753,2017-08-13
2754,
2755,
2756,2016-04-30
2757,2014-09-10
2758,2015-09-22
2759,2017-07-02
2760,2017-10-06
2761,
2762,2016-08-11
2763,2018-01-28
2764,2017-02-19
2765,2015-10-16
2766,2017-11-09
2767,2014-08-16
2768,2016-01-17
2769,
2770,2017-07-29
2771,2015-10-31
2772,2017-10-08
2773,2015-01-22
2774,2018-03-17
2775,2014-04-21
2776,2017-06-25
2777,2017-10-10
2778,2016-03-29
2779,2016-08-04
2780,2018-01-09
2781,
2782,
2783,2018-03-16
2784,2014-06-11
2785,
2786,2015-01-22
2787,2016-08-30
2788,2014-05-17
2789,
2790,2017-02-18
2791,2016-12-12
2792,2017-05-10
2793,
2794,2017-08-16
2795,2016-01-17
2796,2016-06-19
2797,2017-01-22
2798,2018-02-23
2799,2016-02-16
2800,2016-06-10
2801,2016-05-25
2802,2016-12-21
2803,2016-10-18
2804,2016-11-10
2805,2016-09-11
2806,2014-08-08
2807,2016-06-03
2808,2015-04-03
2809,2016-02-07
2810,2015-10-25
2811,2016-01-28
2812,
2813,2016-11-13
2814,
2815,
2816,2014-08-22
2817,2015-02-16
2818,2017-03-06
2819,2014-04-13
2820,2017-10-27
2821,2017-12-03
2822,2017-04-15
2823,2017-03-05
2824,2014-03-27
2825,2016-10-18
2826,2018-01-12
2827,2016-04-11
2828,2014-02-10
2829,2016-08-03
2830,2018-03-28
2831,
2832,2015-02-17
2833,2015-09-01
2834,2016-12-09
2835,2018-03-25
2836,2017-05-10
2837,
2838,2014-05-19
2839,
2840,2016-01-02
2841,2016-12-29
2842,2016-08-29
2843,2015-06-10
2844,2014-06-16
2845,2017-03-08
2846,2017-09-14
2847,2016-06-02
2848,2015-09-09
2849,2014-02-10
2850,2017-10-27
2851,2016-08-29
2852,2015-11-14
2853,2016-11-17
2854,2017-07-24
2855,2015-09-07
2856,2018-03-13
2857,2016-06-05
2858,2015-05-11
2859,2016-01-13
2860,2017-05-07
2861,2016-10-28
2862,
2863,2017-12-11
2864,2015-08-27
2865,2014-05-30
2866,2016-01-19
2867,2017-09-20
2868,2017-11-04
2869,2015-04-13
2870,2015-05-23
2871,2014-05-03
2872,2015-11-01
2873,2016-08-10
2874,2017-04-19
2875,2016-09-20
2876,2015-07-15
2877,2014-09-08
2878,2016-12-01
2879,2016-03-05
2880,2016-10-11
2881,2017-04-30
2882,2016-07-04
2883,
2884,2015-01-04
2885,2016-03-15
2886,2015-11-07
2887,2014-03-18
2888,2016-04-16
2889,2016-08-24
2890,2016-04-29
2891,
2892,2016-03-18
2893,2014-07-25
2894,2016-01-30
2895,2014-01-04
2896,2016-02-02
2897,
2898,2016-07-01
2899,2017-01-25
2900,2014-01-07
2901,
2902,2016-10-16
2903,2016-10-31
2904,2017-10-13
2905,2015-05-13
2906,2014-10-08
2907,2017-09-16
2908,2016-08-26
2909,2018-01-28
2910,2015-09-03
2911,2017-12-02
2912,2018-01-22
2913,2015-06-02
2914,2017-10-03
2915,2014-01-21
2916,2018-03-02
2917,2018-02-15
2918,2016-09-07
2919,2014-11-09
2920,2016-07-31
2921,2015-08-08
2922,2017-02-14
2923,2017-11-08
2924,2018-02-27
2925,2015-03-16
2926,2014-07-13
2927,2015-03-02
2928,2014-07-25
2929,2017-07-17
2930,2017-02-28
2931,2015-06-25
2932,2017-11-06
2933,2014-07-14
2934,2017-05-08
2935,2017-10-30
2936,2016-11-27
2937,2017-08-16
2938,2016-05-12
2939,2016-05-20
2940,
2941,2017-09-17
2942,2016-07-11
2943,2014-03-10
2944,2015-05-20
2945,2017-05-13
2946,2015-07-08
2947,2017-08-11
2948,2016-07-23
2949,2016-11-11
2950,2015-04-11
2951,2016-07-02
2952,
2953,2017-07-16
2954,2015-05-10
2955,2016-06-24
2956,2016-11-21
2957,2016-12-31
2958,2017-08-14
2959,2017-03-03
2960,
2961,2016-05-31
2962,2014-09-03
2963,2015-04-16
2964,2017-10-24
2965,2015-06-22
2966,2016-10-01
2967,2018-01-11
2968,2017-08-15
2969,
2970,2015-09-25
2971,2017-02-02
2972,2016-09-23
2973,2015-12-26
2974,2014-11-08
2975,2014-06-02
2976,2016-09-04
2977,2017-12-31
2978,2017-12-18
2979,2015-08-01
2980,2017-08-10
2981,2015-07-14
2982,2016-10-28
2983,2017-07-23
2984,2017-03-01
2985,2017-11-24
2986,
2987,2015-11-04
2988,2014-06-17
2989,2017-12-10
2990,
2991,
2992,2015-12-30
2993,2018-01-13
2994,2016-08-28
2995,2014-09-15
2996,2015-08-31
2997,2016-09-25
2998,2016-10-04
2999,2018-03-01
3000,2015-05-04
3001,2017-09-06
3002,2014-09-15
3003,2015-10-24
3004,2016-10-05
3005,2016-03-21
3006,2015-01-14
3007,
3008,2017-04-03
3009,2016-05-06
3010,2015-03-06
3011,2014-03-27
3012,2016-12-13
3013,2017-01-16
3014,2014-06-01
3015,2017-03-06
3016,2014-12-06
3017,
3018,2015-10-26
3019,2017-07-06
3020,2015-11-21
3021,2017-04-06
3022,2016-02-04
3023,2017-09-18
3024,2015-08-31
3025,2015-06-24
3026,2016-08-26
3027,2016-11-20
3028,2014-11-21
3029,
3030,2015-07-09
3031,2015-09-01
3032,2016-08-19
3033,
3034,2014-09-09
3035,2016-07-02
3036,2017-09-30
3037,2016-08-30
3038,2016-08-08
3039,2018-03-14
3040,2014-02-24
3041,2015-09-06
3042,2018-02-06
3043,2015-05-23
3044,2017-09-20
3045,2017-02-27
3046,2015-08-01
3047,2015-02-17
3048,2017-10-07
3049,2016-04-21
3050,2016-07-04
3051,2014-09-14
3052,2016-04-25
3053,2016-07-11
3054,2017-07-15
3055,2017-12-11
3056,2014-08-03
3057,2014-09-07
3058,2014-06-26
3059,2014-11-18
3060,2016-05-28
3061,2016-07-05
3062,2018-03-24
3063,2016-02-07
3064,
3065,2015-12-15
3066,2014-08-28
3067,2014-10-27
3068,
3069,2017-06-16
3070,2016-12-05
